ID	Chromosome	Start_position	End_Position	A1_CN	A2_CN
LiverTum_5	1	911428	16477846	2	2
LiverTum_5	1	16496131	16941834	3	1
LiverTum_5	1	16954508	81203214	2	2
LiverTum_5	1	81205778	81219938	3	2
LiverTum_5	1	81221300	171227474	2	2
LiverTum_5	1	171231230	171239527	3	2
LiverTum_5	1	171243507	234777187	2	2
LiverTum_5	1	234777705	234779417	3	1
LiverTum_5	1	234820595	248877988	2	2
LiverTum_5	2	30906	13349970	2	2
LiverTum_5	2	13350786	13359561	3	2
LiverTum_5	2	13363606	242038992	2	2
LiverTum_5	3	20631	75726286	2	2
LiverTum_5	3	75726872	75745416	3	1
LiverTum_5	3	75870640	173567017	2	2
LiverTum_5	3	173570820	173579797	2	1
LiverTum_5	3	173580736	198115487	2	2
LiverTum_5	4	192200	150296490	2	2
LiverTum_5	4	150300834	150438170	2	0
LiverTum_5	4	150442926	189877318	2	2
LiverTum_5	5	90084	181163507	2	2
LiverTum_5	6	162703	379528	2	2
LiverTum_5	6	379834	382246	3	1
LiverTum_5	6	382537	21337552	2	2
LiverTum_5	6	21478960	23093131	2	0
LiverTum_5	6	23151299	29233873	2	2
LiverTum_5	6	29261369	32216797	2	0
LiverTum_5	6	32218370	32219860	1	1
LiverTum_5	6	32220606	32338642	2	2
LiverTum_5	6	32340688	32369909	2	0
LiverTum_5	6	32370506	32372063	4	0
LiverTum_5	6	32373095	32472051	2	2
LiverTum_5	6	32472395	32485414	3	1
LiverTum_5	6	32533367	46347313	2	2
LiverTum_5	6	46361667	46478620	2	0
LiverTum_5	6	46482593	46498928	2	1
LiverTum_5	6	46500137	47689290	2	0
LiverTum_5	6	47690891	55189954	2	2
LiverTum_5	6	55190100	57430393	2	0
LiverTum_5	6	63602467	81739153	2	2
LiverTum_5	6	81743814	81747430	3	0
LiverTum_5	6	81751226	91273115	2	0
LiverTum_5	6	91283057	125189776	2	2
LiverTum_5	6	125192414	125198993	2	1
LiverTum_5	6	125200775	125456842	2	0
LiverTum_5	6	125460877	125698592	2	2
LiverTum_5	6	125710536	125737430	2	0
LiverTum_5	6	125748556	125796095	2	2
LiverTum_5	6	125822535	125827981	2	1
LiverTum_5	6	125831338	165298340	2	0
LiverTum_5	6	165310070	165319146	1	0
LiverTum_5	6	165321163	170603415	2	0
LiverTum_5	7	50257	152384765	2	2
LiverTum_5	7	152402142	152410058	3	1
LiverTum_5	7	152437207	159326530	2	2
LiverTum_5	8	330241	16086798	4	2
LiverTum_5	8	16092262	16098153	3	2
LiverTum_5	8	16100106	145068028	4	2
LiverTum_5	9	212557	967981	2	0
LiverTum_5	9	971066	978833	1	0
LiverTum_5	9	991114	11419828	2	0
LiverTum_5	9	11421758	11448773	0	0
LiverTum_5	9	11450611	11459410	2	0
LiverTum_5	9	11460456	12539495	0	0
LiverTum_5	9	12668557	21659915	2	0
LiverTum_5	9	21660144	21669887	1	0
LiverTum_5	9	21670462	21931897	0	0
LiverTum_5	9	22201037	91629464	2	0
LiverTum_5	9	91630707	91633321	1	0
LiverTum_5	9	91645835	129414460	2	0
LiverTum_5	9	129428184	129438116	2	1
LiverTum_5	9	129503049	138123517	2	0
LiverTum_5	10	87333	133619587	2	2
LiverTum_5	11	202856	18919563	2	2
LiverTum_5	11	18920301	18942276	3	1
LiverTum_5	11	18945045	134474835	2	2
LiverTum_5	11	134478027	134851142	3	1
LiverTum_5	11	134856831	135068576	2	2
LiverTum_5	12	52216	52216	4	0
LiverTum_5	12	54595	31037997	2	2
LiverTum_5	12	31203959	31254096	3	1
LiverTum_5	12	31299816	94089779	2	2
LiverTum_5	12	94090160	94108808	3	2
LiverTum_5	12	94113040	133202210	2	2
LiverTum_5	13	19918880	37379954	2	2
LiverTum_5	13	37381649	37389995	2	1
LiverTum_5	13	37390755	63059803	2	2
LiverTum_5	13	63060217	63068874	2	1
LiverTum_5	13	63070231	114339973	2	2
LiverTum_5	14	19791777	19956147	3	1
LiverTum_5	14	19956892	72432980	2	2
LiverTum_5	14	72441394	72458839	2	0
LiverTum_5	14	72460489	72699644	2	2
LiverTum_5	14	72700136	106878059	2	0
LiverTum_5	15	22228433	101607602	2	2
LiverTum_5	16	45254	75989751	2	2
LiverTum_5	16	75990158	75999279	3	2
LiverTum_5	16	76000478	90074947	2	2
LiverTum_5	17	184485	7666871	2	0
LiverTum_5	17	7768729	7817913	0	0
LiverTum_5	17	7903211	15443060	2	0
LiverTum_5	17	15665794	36111165	2	2
LiverTum_5	17	36111300	36143854	3	1
LiverTum_5	17	36492592	65768772	2	2
LiverTum_5	17	65770189	65779193	3	2
LiverTum_5	17	65780578	83090856	2	2
LiverTum_5	18	132649	14112432	2	0
LiverTum_5	18	22500997	77353765	2	2
LiverTum_5	18	77365314	77397707	3	2
LiverTum_5	18	77424457	80249901	2	2
LiverTum_5	19	260912	58578425	2	2
LiverTum_5	20	83158	64279990	2	2
LiverTum_5	21	14034348	46669379	2	2
LiverTum_5	22	19001039	24755671	2	2
LiverTum_5	22	24760167	24769080	2	1
LiverTum_5	22	24770353	33189184	2	2
LiverTum_5	22	33191205	33198473	2	1
LiverTum_5	22	33200545	37229604	2	2
LiverTum_5	22	37230062	37239388	3	2
LiverTum_5	22	37240311	50724710	2	2
LiverTum_5	X	2782116	155699751	2	2
