ID	Chromosome	Start_position	End_Position	A1_CN	A2_CN
LiverTum_1	1	911428	58529847	2	0
LiverTum_1	1	58530960	58539719	4	1
LiverTum_1	1	58540037	171227474	2	0
LiverTum_1	1	171231230	171239527	3	2
LiverTum_1	1	171243507	188459649	2	0
LiverTum_1	1	188461115	188469906	3	1
LiverTum_1	1	188470418	248877988	2	0
LiverTum_1	2	30906	33196630	2	0
LiverTum_1	2	33201822	33210282	0	0
LiverTum_1	2	33214054	40103135	2	0
LiverTum_1	2	40151046	40159974	3	1
LiverTum_1	2	40160248	219739790	2	0
LiverTum_1	2	219741287	219799529	3	1
LiverTum_1	2	219800466	232537149	2	0
LiverTum_1	2	232552602	232565100	3	1
LiverTum_1	2	232570394	242038992	2	0
LiverTum_1	3	20631	60279276	2	0
LiverTum_1	3	60280924	60520511	1	0
LiverTum_1	3	60569541	103629366	2	0
LiverTum_1	3	103630878	103649254	0	0
LiverTum_1	3	103651152	123825729	2	0
LiverTum_1	3	123830548	123839858	3	1
LiverTum_1	3	123840882	198115487	2	0
LiverTum_1	4	192200	189877318	1	0
LiverTum_1	5	90084	5189090	2	0
LiverTum_1	5	5190881	5199237	4	1
LiverTum_1	5	5200168	10667857	2	0
LiverTum_1	5	10796051	10819940	3	1
LiverTum_1	5	10822925	181163507	2	0
LiverTum_1	6	162703	385687	3	0
LiverTum_1	6	391623	1285441	3	1
LiverTum_1	6	1289858	3026897	3	0
LiverTum_1	6	3032231	3039755	5	2
LiverTum_1	6	3040184	4189730	3	0
LiverTum_1	6	4210424	4279649	3	1
LiverTum_1	6	4281411	6788292	3	0
LiverTum_1	6	6799233	7019881	3	1
LiverTum_1	6	7192553	10245527	3	0
LiverTum_1	6	10257430	11650905	3	1
LiverTum_1	6	11653996	19749991	3	0
LiverTum_1	6	19751285	20526786	3	1
LiverTum_1	6	20531299	21312736	2	0
LiverTum_1	6	21318031	23416147	1	0
LiverTum_1	6	23419415	29233873	2	0
LiverTum_1	6	29261369	32216797	1	0
LiverTum_1	6	32218370	32219860	0	0
LiverTum_1	6	32220606	32338642	3	1
LiverTum_1	6	32340688	32369909	1	0
LiverTum_1	6	32370506	43946813	2	0
